Location,MinTemp,MaxTemp,Rainfall,Humidity,Pressure,Month
Springfield,17.5,22.7,0,68,1024.2,3
Springfield,17.9,23.1,0,64,1021.7,3
Springfield,17.8,22.4,0.5,72,1020.4,3
Springfield,17.2,21.6,0.6,87,1020.3,3
Springfield,17.2,21.8,0.2,68,1017.8,3
Springfield,15.4,23.2,0.2,82,1020.2,3
Springfield,17.2,24,0,74,1016.9,3
Springfield,18.5,37.5,0,96,1012,3
Springfield,19.7,21.9,2.4,92,1015,3
Springfield,17.1,25,10.6,79,1006.8,3
Springfield,18.2,22.6,0.4,86,1008.7,3
Springfield,17.7,24.5,3,72,1005.9,3
Springfield,16.9,22,3.8,91,1003.5,3
Springfield,16.5,19.4,2,55,1016.1,3
Springfield,14.6,21.7,0,63,1023.5,3
Springfield,17,22,0,76,1015.1,3
Springfield,13.8,17.5,6.4,65,1027.9,3
Springfield,13.7,19.1,0.2,59,1031.7,3
Springfield,9.5,19.4,0,65,1025.9,3
Springfield,13.4,18.5,4.8,80,1029.1,3
Springfield,13.2,21.6,0,56,1029.1,3
Springfield,14.2,25,0,78,1021.9,3
Springfield,15.6,21.8,0,70,1020.7,3
Springfield,16.7,23,0.2,82,1022.6,3
Springfield,14.4,24.1,0,87,1016.2,3
Springfield,16,22.2,0,84,1016.8,3
Springfield,13.9,18,1.4,80,1027.4,4
Springfield,13,23.6,0,72,1025.1,4
Springfield,12.8,23.2,0,70.8,1020.3,4
Springfield,13,22.1,0,88,1020.5,4
Springfield,15.9,19.4,0.2,80,1026.2,4
Springfield,16.3,20,0.1,53,1027.1,4
Springfield,14.8,22.1,0,58,1023.3,4
Springfield,16.6,23.5,0,78,1015.4,4
Springfield,15.6,22.7,0,90,1016.4,4
Springfield,16.2,22.1,24.4,95,1006.2,4
Springfield,17,20,2.6,92,1005.7,4
Springfield,16.8,19.8,29.4,91,1010.2,4
Springfield,16,19.2,4,81,1014.5,4
Springfield,15.3,19.5,0.6,81,1014.4,4
Springfield,13,18.2,2,68,1028.3,4
Springfield,11.4,19.4,0,67,1032.7,4
Springfield,10.5,20.6,0,74,1026.2,4
Springfield,14,18,5.2,69,1027.7,4
Springfield,12.5,25.5,0,67,1029.2,4
Springfield,12.6,24.6,0,64,1028.2,4
Springfield,11,26.1,0,53,1023.7,4
Springfield,10.5,20.5,0,89,1023.6,4
Springfield,13.2,18.7,0.4,80,1026.1,4
Springfield,13.2,16,0.2,60,1031.7,4
Springfield,11,18.4,1.2,88,1030.2,4
Springfield,9.8,19,0.5,84,1029.6,4
Springfield,11.2,22,0,70,1029.1,4
Springfield,11.3,24.7,0,61,1025.7,4
Springfield,13.2,26.5,0,56,1019.9,4
Springfield,15,26,5.6,65,1012.3,4
Springfield,14.6,16.5,4.6,53,1019.9,5
Springfield,6.9,19.5,0,82,1019.9,5
Springfield,9.3,19.9,0,64,1010.5,5
Springfield,9.9,14.6,8.4,71,1017.1,5
Springfield,9.2,17.5,3.5,82,1026.6,5
Springfield,12.2,17.5,10.6,94,1029.7,5
Springfield,9.6,19.5,0,86,1031.8,5
Springfield,7.6,18.6,0,83,1027.2,5
Springfield,12.4,18.8,1,88,1026.7,5
Springfield,15.3,19,0.2,85,1029,5
Springfield,14.9,18,0.2,79,1030.2,5
Springfield,14.5,18.5,0.6,69,1032.6,5
Springfield,11,20.2,0,66,1033.6,5
Springfield,11.5,23.1,0,49,1029.1,5
Springfield,11.8,22.5,0,29,1024.1,5
Springfield,17.6,22.2,0,44,1013.2,5
Springfield,12.3,19.4,0.8,78,1005.4,5
Springfield,12.3,17,6.4,80,1011.2,5
Springfield,10.5,17.8,1.9,82,1031.1,5
Springfield,8.2,17.3,0.1,72,1023.1,5
Springfield,7,20.1,0,87,1017,5
Springfield,10.6,20.5,0.8,72,1022.3,5
Springfield,10,20.5,0,64,1021.8,5
Springfield,12.3,16,1.6,79,1021.3,5
Springfield,10.5,17,0,70,1022.2,5
Springfield,10.5,14.2,6.4,94,1025.4,5
Springfield,6.3,16.7,0,81,1028.2,5
Springfield,8.3,18,3.2,91,1027.8,5
Springfield,6,19.5,0,67,1023.8,5
Springfield,9,21,0,75,1019.5,6
Springfield,11,21,2.2,72,1008.7,6
Springfield,14,20,4.2,71,1010.4,6
Springfield,14.6,23,2.6,78,1020.6,6
Springfield,14,22.5,0,79,1020.2,6
Springfield,13.6,20.4,0,82,1019.6,6
Springfield,12.8,18.1,1.4,85,1023.8,6
Springfield,13.9,17,0,84,1027.1,6
Springfield,13.1,20.5,1.6,82,1031.2,6
Springfield,9.5,20.6,0,76,1027.4,6
Springfield,10.3,21.8,0,67,1020.8,6
Springfield,13.3,18.2,0.2,81,1018.2,6
Springfield,13.5,16,3.8,67,1022.8,6
Springfield,12.5,16.9,0,68,1024.2,6
Springfield,13.6,18.8,0.8,78,1023.1,6
Springfield,12.2,19,2.2,92,1024.1,6
Springfield,12,15,0,77,1021.7,6
Springfield,12.5,16.1,0.2,73,1017.4,6
Springfield,12.5,20.5,3.6,89,1014.2,6
Springfield,13.6,21.3,0.2,82,1008.8,6
Springfield,13.6,18.7,0,86,1002.2,6
Springfield,9.2,13.8,17.8,72,1017.4,6
Springfield,5.7,16.4,5.6,85,1029.3,6
Springfield,5,17.5,0,85,1029.7,6
Springfield,7.7,19.5,0,88,1026.8,6
Springfield,8.5,16.8,2.6,82,1029.4,6
Springfield,5.7,16.5,0,86,1034.2,6
Springfield,7.5,19,0,62,1032.7,6
Springfield,6.1,19,0,89,1026.8,6
Springfield,6.8,19.4,0,80,1024.1,6
Springfield,8.7,19.5,0,87,1025.1,7
Springfield,11.5,18.4,1.4,86,1023.5,7
Springfield,11,20.2,0.6,89,1021.5,7
Springfield,12.8,19.6,1.7,86,1020.7,7
Springfield,10.5,17.6,2.2,88,1020.6,7
Springfield,8.6,19.8,0,89,1020.8,7
Springfield,11,19,0.2,75,1016.5,7
Springfield,10,14,17.6,80,1024.7,7
Springfield,8.5,15.3,1,72,1026.6,7
Springfield,10.1,14.9,4.4,69,1025.3,7
Springfield,9.8,14.9,0.7,90,1034.5,7
Springfield,10.4,15.7,5,70,1033.7,7
Springfield,7.1,16.8,0,78,1034.4,7
Springfield,9.4,15.5,0,90,1034,7
Springfield,11,15.7,2.2,75,1034.5,7
Springfield,6.2,15.7,0,73,1030.3,7
Springfield,9.6,18.5,0,58,1022.7,7
Springfield,12.4,18.4,0,91,1023.1,7
Springfield,11.1,17.4,0.4,93,1015.3,7
Springfield,12,17.5,7.4,76,1003.9,7
Springfield,6,15,8,81,1011.5,7
Springfield,8,18.5,0.2,70,1015.1,7
Springfield,9.7,14,10,70,1017.2,7
Springfield,10.3,15.9,0.6,78,1024.4,7
Springfield,10.8,14.4,3,91,1024.4,7
Springfield,8.1,15.5,4.6,76,1032.8,7
Springfield,5,18.2,0,78,1031.8,7
Springfield,6.9,17.2,0,72,1021.3,7
Springfield,7.6,18.7,0,95,1017.4,7
Springfield,11.9,16.8,3,84,1023.1,7
Springfield,12.5,14.4,15.2,93,1016.2,7
Springfield,12.3,14,0.4,63,1026.2,8
Springfield,11,15.6,3.4,95,1033.6,8
Springfield,7.5,15.9,1.2,97,1036.2,8
Springfield,10.2,15.5,4.6,92,1035.4,8
Springfield,6.9,15.5,0,92,1032.6,8
Springfield,7.1,17.2,0,87,1025.1,8
Springfield,10.6,16.1,1,91,1016,8
Springfield,9.4,12.5,0.6,92,1008.5,8
Springfield,8,13.1,21.2,93,1020.5,8
Springfield,7.5,15.6,4.8,96,1012.7,8
Springfield,11.5,14.8,8.6,79,1025.4,8
Springfield,11.7,16.5,1.4,93,1029.3,8
Springfield,12,17.7,0.6,76,1025.8,8
Springfield,7.6,18.8,0,93,1025.6,8
Springfield,9.5,24.5,0,85,1024.1,8
Springfield,10.3,18.2,0,93,1022.6,8
Springfield,12.2,19.5,0.2,93,1019,8
Springfield,12.4,19,8.2,84,1012,8
Springfield,12.6,17.6,0.2,78,1009.8,8
Springfield,11.3,15.6,7.4,100,1006.4,8
Springfield,9.3,17.2,3.8,85,1010.1,8
Springfield,8.4,15.3,18.2,79,1017.2,8
Springfield,10.7,15.1,3,80,1029.5,8
Springfield,9.7,15.8,2,87,1034,8
Springfield,6,18.1,1.2,82,1030,8
Springfield,6.5,19,0,84,1023,8
Springfield,8.6,22.1,0,77,1021.3,8
Springfield,11.7,21.8,0,78,1014.2,8
Springfield,11.1,20.6,0.8,88,1011.7,8
Springfield,10.5,15.4,7.4,80,1017.6,8
Springfield,8.2,16.8,0.8,68,1015,8
Springfield,7.2,15.5,16.6,73,1020.9,9
Springfield,8.9,14.3,1.2,63,1028,9
Springfield,9.4,16,0,75,1026.6,9
Springfield,8.6,18.7,0,87,1015,9
Springfield,10.6,15.1,1.2,80,1016.7,9
Springfield,9.7,16.4,0.4,68,1027.8,9
Springfield,7.6,20.1,0,67,1030.5,9
Springfield,8.6,25.4,0,80,1025.2,9
Springfield,9,27.9,0,76,1019.8,9
Springfield,14.5,22.5,0,48,1008.6,9
Springfield,10,21.5,5,68,1013.1,9
Springfield,10.7,14.5,6.2,86,1012.2,9
Springfield,10,15.6,11.4,67,1020.7,9
Springfield,9.5,15,3.2,94,1022.6,9
Springfield,11.2,13.4,0.5,67,1029.1,9
Springfield,9.8,15.8,0,66,1030.3,9
Springfield,7.1,20,0,67,1028,9
Springfield,8.5,17.9,0,94,1021,9
Springfield,12,14.6,3.8,73,1026,9
Springfield,9.5,14.5,0.2,76,1031.5,9
Springfield,9.5,18,0,94,1032.4,9
Springfield,9,21,0,76,1031.7,9
Springfield,10.5,26.1,0,54,1027.5,9
Springfield,13.2,29.6,0,52,1019.7,9
Springfield,13.2,18.1,0,73,1020.5,9
Springfield,11.6,18.2,0,55,1025.4,9
Springfield,12.6,16.5,3.2,70,1029.3,9
Springfield,11.9,21.7,0,74,1019.4,9
Springfield,12.5,19.8,0,70,1016,9
Springfield,12.7,24.4,0,78,1021.4,9
Springfield,14.2,31.2,0,81,1020.7,10
Springfield,17,25.9,0,77,1017.8,10
Springfield,14.3,21.5,0,71,1020.2,10
Springfield,12,24.8,0,69,1016.6,10
Springfield,12.2,15.9,4.2,74,1012.1,10
Springfield,9.4,16,6.2,73,1030.2,10
Springfield,8.6,21.1,0,72,1028.9,10
Springfield,10.3,21.6,0,76,1023.5,10
Springfield,11.4,22.2,0,90,1024.5,10
Springfield,14.4,19,0,81,1024.3,10
Springfield,9,19.6,0,80,1026.6,10
Springfield,13.9,21.6,0,81,1021.6,10
Springfield,14.7,23.5,0.4,87,1013.7,10
Springfield,14.2,18.4,0.4,80,1012.3,10
Springfield,10,16.7,4.2,89,1020.4,10
Springfield,8.5,19.5,1.8,75,1022.5,10
Springfield,10.5,21,0.1,82,1021.7,10
Springfield,13.5,20,0.4,86,1014,10
Springfield,11.3,17.8,15.2,82,1021.4,10
Springfield,10.1,19.6,0,84,1023.5,10
Springfield,12.8,20.5,0,84,1021.4,10
Springfield,16.4,23.5,0,87,1015.3,10
Springfield,14.8,21.2,0,67,1010.5,10
Springfield,15.1,17.2,0.6,94,1020.6,10
Springfield,14,17.5,1.6,81,1024.7,10
Springfield,13.6,17.5,0.4,76,1023.3,10
Springfield,15.1,18.8,1.2,85,1019.1,10
Springfield,15.6,18.8,3.2,91,1018.1,10
Springfield,16.5,20.6,0,92,1017.4,10
Springfield,15.6,24.8,0,84,1013.2,10
Springfield,15.6,19,19.6,74,1015.5,10
Springfield,13.2,18.7,0,65,1016.4,11
Springfield,15.2,19.3,0,81,1011.2,11
Springfield,10.3,20.1,0,68,1019.5,11
Springfield,11,21.5,0,76,1015.1,11
Springfield,13.5,20.8,0,80,1007.1,11
Springfield,17.1,18.8,0,86,1009.4,11
Springfield,15.8,18.2,0.6,91,1014.1,11
Springfield,12.2,19.2,0,82,1019.1,11
Springfield,14.8,18.4,3,80,1024.2,11
Springfield,15,20.4,0,84,1021.1,11
Springfield,16.2,21.6,0,85,1018,11
Springfield,16.6,21.5,0,81,1022.8,11
Springfield,15.2,23.6,0,90,1024,11
Springfield,17.2,25.1,0,73,1016,11
Springfield,18,22.9,5,86,1011.9,11
Springfield,15.7,26,0,86,1014.5,11
Springfield,14.9,29.6,0,48,1002,11
Springfield,13.2,20,0,47,1010.7,11
Springfield,10.9,17.3,4.6,77,1019.5,11
Springfield,13.6,18.8,0.2,60,1029.8,11
Springfield,14.2,21.1,0,57,1027.5,11
Springfield,15.5,21.1,0,76,1021.5,11
Springfield,17.3,21.9,0,81,1014.1,11
Springfield,15.6,18.4,1.2,85,1016.2,11
Springfield,14.7,17.7,0.6,60,1018.5,11
Springfield,12.6,18.4,1.4,68,1022.9,11
Springfield,15.7,19.5,0,73,1016.8,11
Springfield,15.8,19,0.5,80,1018,11
Springfield,11,20.9,0,61,1017.1,11
Springfield,15.5,17.8,0,58,1020,11
Springfield,14.2,20.6,0,62,1025.2,12
Springfield,12.6,22.4,0,54,1020.8,12
Springfield,16.9,21.8,0,67,1008.3,12
Springfield,16,17.6,0,94,1012,12
Springfield,13.3,17.8,4.8,82,1012.5,12
Springfield,12.5,17.8,40,86,1005.6,12
Springfield,13.6,17.9,3.6,79,1014.2,12
Springfield,14,20.1,0,66,1018.5,12
Springfield,13,18.9,0,68,1020.8,12
Springfield,12.1,20.2,0,63,1022.8,12
Springfield,14.8,21.5,0,55,1022,12
Springfield,14.6,21.2,0,68,1012.2,12
Springfield,16.6,21,0,69,1014.7,12
Springfield,13.5,22.4,0,71,1015.8,12
Springfield,14,22.8,0,59,1014.7,12
Springfield,17.5,22,0,57,1015.2,12
Springfield,16.9,20.5,0,68,1017.7,12
Springfield,13.2,21.7,0,82,1009.4,12
Springfield,12.4,20.1,1,57,1012.2,12
Springfield,15.2,22.7,0.4,52,1019.6,12
Springfield,16.5,23,0,55,1016,12
Springfield,17.5,25.4,0,79,1017.9,12
Springfield,17.7,26.3,0,64,1012.3,12
Springfield,18,27.6,0,69,1010,12
Springfield,15.8,27.6,0,61.6,1019.7,12
Springfield,15.8,22.2,0,61.6,1021,12
Springfield,14.5,26,0,73,1018.2,12
Springfield,16.6,27,0,79,1016.5,12
Springfield,16.9,22.5,0,89,1010.4,12
Springfield,17,19.8,0.2,80,1014.9,12
Springfield,16.3,27.6,0,78,1020.6,12
Springfield,17.5,23,0,62.3,1023.4,1
Springfield,16.8,24,0,78,1017.4,1
Springfield,17.2,20.9,0.6,95,1019,1
Springfield,18.2,24.1,0,85,1015.2,1
Springfield,18.7,22.5,0,92,1016.7,1
Springfield,18.5,29.5,0.2,81,1021.3,1
Springfield,18.8,29.5,0,74,1022.6,1
Springfield,17.7,22.5,0,78,1017.8,1
Springfield,18.1,23.9,0,78,1014.5,1
Springfield,19.5,24.7,0,86,1012.4,1
Springfield,18.7,23.2,0,76,1011.2,1
Springfield,16.8,20.7,1.4,80,1013.1,1
Springfield,16.9,21.3,0,62,1026.5,1
Springfield,16.2,23.2,0,61,1029.4,1
Springfield,17.1,25.4,0,49,1023.5,1
Springfield,17.4,27.1,0,67,1016,1
Springfield,19.5,24.2,0.2,86,1012,1
Springfield,18.8,21,15,97,1008.9,1
Springfield,17.4,21.9,24.2,86,1007.2,1
Springfield,18.5,19.4,6.6,94,1010.3,1
Springfield,16.5,20.5,17.4,67,1016.1,1
Springfield,15.2,22.3,0.8,70,1019.8,1
Springfield,15.9,22.2,0,71,1019.9,1
Springfield,18.3,22,0,80,1020.1,1
Springfield,19.1,21,0,78,1016.6,1
Springfield,18,23.2,0.4,85,1016.2,1
Springfield,17.9,22.3,0,69,1020.3,1
Springfield,17.3,22.3,0,71,1022.8,1
Springfield,17.5,23.5,0,62,1019.7,1
Springfield,17,25.4,0,60,1010,1
Springfield,18.5,21.2,7,91,1000.3,1
Springfield,14,18,3,65,1009.1,2
Springfield,15.2,19.9,0,66,1018.5,2
Springfield,15.2,21.3,0,63,1024,2
Springfield,14.1,24.8,0,62,1022.6,2
Springfield,16.3,32,0,80,1015.5,2
Springfield,18,22.3,0,81,1019,2
Springfield,18,25,0,85,1020.9,2
Springfield,19,27.2,0,79,1019.2,2
Springfield,19.5,28.1,0,68,1015.7,2
Springfield,19.9,22.3,0,78,1019,2
Springfield,19.6,23.8,0,84,1015.7,2
Springfield,18.6,23,0,76,1018.2,2
Springfield,17.3,20.8,0,58,1024.4,2
Springfield,17.8,21.8,0,64,1025.5,2
Springfield,17.4,21.9,0,63,1026.2,2
Springfield,15.7,25.9,0,59,1022.5,2
Springfield,18.2,26,0,78,1014.4,2
Springfield,19.2,21.3,0,79,1020.6,2
Springfield,17.5,22,1,77,1023.2,2
Springfield,17.7,23.8,0,70,1017.7,2
Springfield,17,26.5,0,72,1011.2,2
Springfield,18.5,23.8,3.5,81,1010.5,2
Springfield,13.7,19.6,6.8,96,1014,2
Springfield,15,18.5,7.4,60,1019.4,2
Springfield,12.9,21.5,0,72,1023.5,2
Springfield,13.7,23.3,0,72,1024.3,2
Springfield,17.8,26.8,0,72,1014.8,2
Springfield,19.1,22.4,0,87,1013,2
Springfield,15.2,25.1,0,84,1013.3,2
Springfield,13.2,20.3,1.4,68,1020.7,3
Springfield,11.6,22.8,0,79,1022.8,3
Springfield,17.1,22.2,0,77,1018.7,3
Springfield,15.7,22,0,72,1019.6,3
Springfield,17.1,20.6,0.4,90,1021.8,3
Springfield,16.8,21.1,0,81,1023.4,3
Springfield,17.9,22.2,0.2,65,1023.8,3
Springfield,16.8,24.5,0,62,1018.3,3
Springfield,17.4,24.8,0,69,1016.1,3
Springfield,17.8,22.2,0,85,1011.6,3
Springfield,18.3,21.6,0,78,1018.9,3
Springfield,18.2,21.8,0.2,96,1020.4,3
Springfield,18.6,23.5,0.2,100,1021.5,3
Springfield,18.8,29.3,0.2,85,1019.4,3
Springfield,20.6,36,0,68,1008.8,3
Springfield,17.7,20,18,92,1011.3,3
Springfield,15.8,19.5,0,90,1019,3
Springfield,15.7,21.4,0,73,1020,3
Springfield,16.1,23,0,77,1016.1,3
Springfield,18.5,23,0,88,1017.4,3
Springfield,17.4,25.9,0,80,1013.5,3
Springfield,17.3,18.6,0,96,1017.2,3
Springfield,16.3,19.3,2.4,93,1023.2,3
Springfield,17,19,0,97,1024.7,3
Springfield,15.7,21,8.4,86,1023.6,3
Springfield,15.8,21.5,1.8,73,1025.9,3
Springfield,13.4,21.8,0,79,1026.9,3
Springfield,15,25.6,0,73,1023.3,3
Springfield,15.2,23,0,78,1014.8,3
Springfield,16.3,20,2,81,1016.6,4
Springfield,12.8,21,0,88,1025.3,4
Springfield,15.7,24.6,0,73,1022.6,4
Springfield,16.2,21.8,0,94,1015.6,4
Springfield,14.2,17.4,0,94,1025.5,4
Springfield,14,19,0,93,1030.6,4
Springfield,12.5,19.5,0,91,1028.2,4
Springfield,10,20.1,0,91,1023.8,4
Springfield,15.7,20.7,0,90,1024.3,4
Springfield,16,20.1,0,77,1027.8,4
Springfield,17.7,19.8,12.2,88,1026.5,4
Springfield,17.5,21.2,26,91,1021.9,4
Springfield,16.2,25,9.8,94,1019.1,4
Springfield,16.2,20.5,0,94,1021.7,4
Springfield,15.8,20,0.6,65,1028.8,4
Springfield,15.3,22.4,0.3,92,1022.3,4
Springfield,17.7,22.9,1,94,1013.7,4
Springfield,16.4,20.1,0.4,96,1014.5,4
Springfield,14,20.5,1.6,97,1015.2,4
Springfield,14,20.2,0.4,96,1024,4
Springfield,15.2,19.9,1.4,85,1031.2,4
Springfield,12.9,21.3,0,68,1031.8,4
Springfield,14.2,26,0,68,1023.7,4
Springfield,15.4,24.4,0,55,1012.5,4
Springfield,17,22.6,2.6,92,1011.6,4
Springfield,13.7,20,0,72,1003.4,4
Springfield,9,15.8,17.2,89,1015.4,4
Springfield,9.8,17,2.2,74,1007.3,4
Springfield,12.2,19.2,10.9,78,1009.1,4
Springfield,12.9,15.5,6,59,1018.3,4
Springfield,10.7,17.2,0.6,93,1021.6,5
Springfield,12,19.3,0.8,84,1017.9,5
Springfield,15.2,18.1,1,72,1020.3,5
Springfield,13,21.3,0,80,1014.3,5
Springfield,13.9,16.2,5.6,81,1015.2,5
Springfield,10.3,19.6,0,76,1010.4,5
Springfield,10.6,16.4,8.8,95,1003.4,5
Springfield,10.6,15.5,2,81,1017.1,5
Springfield,12.7,17,3.2,96,1022.4,5
Springfield,7.3,20,0,95,1028.2,5
Springfield,10.2,23.9,0,83,1024.3,5
Springfield,9.8,21,0,89,1015.4,5
Springfield,11.7,22.4,0,79,1012.7,5
Springfield,15.1,19.8,1.8,94,1015,5
Springfield,11.2,20.6,0,85,1012,5
Springfield,11.3,19.8,0,81,1019.9,5
Springfield,12.5,18,0,93,1018.3,5
Springfield,10.3,19.5,0,87,1022.2,5
Springfield,12.2,19.4,0.6,92,1020.5,5
Springfield,10.1,21.8,0,93,1011.7,5
Springfield,12.2,14.8,24.6,95,989.8,5
Springfield,7.8,16.5,22.6,87,1011.9,5
Springfield,11.1,20.4,1.2,91,1017.2,5
Springfield,13.1,16.2,6.2,80,1001.7,5
Springfield,10.4,17.1,4,92,1009.6,5
Springfield,11.1,17,4.2,94,1013.6,5
Springfield,10.5,19.3,2.4,81,1022.8,5
Springfield,11.2,17.6,6.1,96,1010.9,5
Springfield,12,14.3,2.2,83,1019.3,5
Springfield,7.4,17.1,0,92,1021.2,5
Springfield,6.5,18.2,0,93,1021.8,5
Springfield,6.8,17.3,0,91,1025.2,6
Springfield,6.9,20,0,95,1023.9,6
Springfield,9.7,21.6,0,92,1014,6
Springfield,11.2,14.8,7.8,87,1012.7,6
Springfield,9.9,17.2,0.4,82,1017.1,6
Springfield,5.5,18.6,0,97,1010.6,6
Springfield,8.2,13.8,8,100,1006.2,6
Springfield,10.5,13.2,5.8,79,1021.7,6
Springfield,9.4,17.6,0.2,92,1023.6,6
Springfield,11.4,15.8,8,96,1028,6
Springfield,10.2,19.5,0.1,71,1027.3,6
Springfield,12,19.6,0,76,1019.6,6
Springfield,11.8,16,0,91,1013.2,6
Springfield,13.6,16,14.8,87,1024.7,6
Springfield,13.2,17.6,13,96,1022.2,6
Springfield,12.5,14.8,5.6,73,1023,6
Springfield,11.6,14.9,1.4,72,1025.3,6
Springfield,5.8,15.7,0,85,1022.3,6
Springfield,8.6,18.6,0,92,1008.2,6
Springfield,12.5,14.4,17.4,99,1007.8,6
Springfield,9.3,15.6,7.8,92,1013.9,6
Springfield,9.9,16.5,0.8,92,1013,6
Springfield,10.4,14,5.6,84,1019.4,6
Springfield,6.2,16.8,0,91,1019.8,6
Springfield,8.1,15,11.2,85,1017.5,6
Springfield,8.2,16.8,2.8,85,1022.7,6
Springfield,9.9,17.5,0,79,1018.1,6
Springfield,10.6,17.6,0,78,1010.5,6
Springfield,11.3,15.5,8.8,96,1014.8,6
Springfield,9,17.6,0.8,90,1024.7,6
Springfield,9.5,18.5,1.2,87,1027.1,7
Springfield,7.2,18.5,0,84,1025.4,7
Springfield,9.6,13.1,15.8,95,1023.7,7
Springfield,10.4,13.5,3.2,70,1032.7,7
Springfield,7,16.7,0.1,96,1030,7
Springfield,6.9,16.6,0,77.5,1025.6,7
Springfield,6.5,17.2,0,86,1017.6,7
Springfield,10.6,15.8,1,83,1004.5,7
Springfield,7.9,14,3.1,80,1003.4,7
Springfield,8.9,14.8,15.2,85,1007.5,7
Springfield,10.6,13.5,4.6,81,1017.8,7
Springfield,9.6,12,0.8,87,1029.5,7
Springfield,6,15.2,1.4,93,1031.4,7
Springfield,6.8,16.5,0,76,1016.2,7
Springfield,11.4,20.4,9.2,96,1015.3,7
Springfield,13.2,21.4,2.4,78,1008.1,7
Springfield,12.6,17.2,5.4,78,1006.2,7
Springfield,8.5,14.7,2.6,93,1019.2,7
Springfield,9.2,17,0.2,78,1022.4,7
Springfield,8.5,16.7,0,75,1015.1,7
Springfield,8.5,16.7,11.8,90,1006.8,7
Springfield,8.2,16.7,9.2,59,1020.4,7
Springfield,6.5,16.7,4.4,96,1018.3,7
Springfield,8.9,16.7,1.2,87,1026.3,7
Springfield,9.9,14.3,3.4,97,1026.3,7
Springfield,11.2,15.5,5.2,92,1026.3,7
Springfield,12,17.5,0,72,1027.8,7
Springfield,9.8,18,0,90,1022,7
Springfield,10.2,21,0,85,1013.7,7
Springfield,10.9,18,3.2,88,1012.5,7
Springfield,6.7,12,18,87,1012.6,7
Springfield,6.2,14.5,2.6,95,1031,8
Springfield,5.1,18.2,0,89,1027,8
Springfield,7,18.2,0,77,1015.4,8
Springfield,11.2,18.2,6.6,96,1017.6,8
Springfield,8.9,18.2,0.1,71,1021.1,8
Springfield,4.8,18.2,0,90,1013.3,8
Springfield,8.3,18.2,3,78,1006.8,8
Springfield,6.5,18.2,5.4,76,1008.8,8
Springfield,5.7,18.2,15,67,1015.3,8
Springfield,8.5,17.2,19.2,88,1021.3,8
Springfield,11,17.1,0,80,1015.1,8
Springfield,8.5,16.4,5,78,1023.5,8
Springfield,11.6,16.8,0,73,1025.9,8
Springfield,9.7,20,0,87,1019.6,8
Springfield,10,15.5,0,89,1007.9,8
Springfield,5.4,17,5.2,88,1017.9,8
Springfield,9,18.7,0,70,999.2,8
Springfield,7,11.8,13,79,1015.8,8
Springfield,7.5,16,0.6,94,1021.5,8
Springfield,10.2,14,2.6,99,1017.2,8
Springfield,8.1,18,1.8,85,1016.4,8
Springfield,9.8,13.4,7.4,92,1019.8,8
Springfield,9.4,18.2,2.4,82,1025.5,8
Springfield,7.5,13.8,0,71.4,1027.7,8
Springfield,4.8,17.6,0.4,87,1026.8,8
Springfield,8.4,20.2,0,81,1011.6,8
Springfield,10.4,16.4,4.8,89,997.9,8
Springfield,11.8,15,12.6,100,1004.6,8
Springfield,11.4,13.3,6.2,88,1014.7,8
Springfield,9.1,16,3,78,1016.7,8
Springfield,10.5,15,0.2,88,1010.7,8
Springfield,10.6,13.2,3.4,63,1024.8,9
Springfield,10.2,15.6,0,70,1019.1,9
Springfield,9.6,16.3,3.6,86,1024.1,9
Springfield,8.5,20.2,0,87,1021.7,9
Springfield,8.5,17.1,0,91,1018.9,9
Springfield,11.7,20.2,0,84,1011.1,9
Springfield,9.8,16.8,5.4,83,1005.3,9
Springfield,8,14.5,9.4,87,1021.1,9
Springfield,9.2,18,0,91,1022.5,9
Springfield,11.5,13.6,7.8,92,1021.4,9
Springfield,10.4,13.2,0.5,90,1028.1,9
Springfield,10.3,14.5,0.8,81,1032.3,9
Springfield,9,14.2,0.8,66,1032.3,9
Springfield,9.5,14.6,0.6,95,1029.3,9
Springfield,6.4,16.4,0,62,1013.4,9
Springfield,9.2,13.4,13.4,77,1019.3,9
Springfield,8.4,14.5,0.5,79,1026.6,9
Springfield,7,17.2,0,85,1014.8,9
Springfield,9.4,14.1,6.2,81,1012.5,9
Springfield,10.6,17,0.2,80,1020.6,9
Springfield,7.9,21.1,0,74,1018.1,9
Springfield,9.3,15.4,0.4,91,1008.4,9
Springfield,7.8,12.2,14,89,1011.5,9
Springfield,6,16.2,7.6,81,1015.4,9
Springfield,9.6,14,7.2,83,1017.1,9
Springfield,8.1,18.5,0.2,79,1014.7,9
Springfield,10.2,17.5,6,76,1007.6,9
Springfield,7,11.8,14.6,64.9,1020.6,9
Springfield,8.4,17.9,0.2,65,1022.6,9
Springfield,8.1,18.6,0,69,1002.8,9
Springfield,8.7,13.6,4.2,72,992.5,10
Springfield,6.8,15.3,9.8,74,1009.2,10
Springfield,10.8,17.2,3,99,1013,10
Springfield,11.2,19.8,3,93,1014.6,10
Springfield,13.1,23,3,89,1010.6,10
Springfield,14.8,15.3,1.6,98,1005.8,10
Springfield,11.2,21.7,0.6,91,1012.8,10
Springfield,14.5,19.8,1,80,1002.8,10
Springfield,9,14.8,13,68,1015.7,10
Springfield,9.2,14.8,0.8,79,1029.7,10
